israel, {'Handshape': [0.7436233860845473, 3.961296027923973, -6.978967026517491, 1.4610644023539199, -2.053948344686069, 81.67542404532134, -1.1360527789891243e-18, 5.807522878441833e-17, 97.11456381569026, 3.278614106465627e-17, -1.6679657247333057e-17, 29.04568525291419, -7.999999999999999, -3.0, -0.6221671059521631, 5.422001481468538, -6.461328333897326, 71.09359457011205, -1.3431141497771797e-18, -6.828434909419999e-19, 62.06774687924154, 3.5104412152676574e-19, 4.234579823157149e-21, 33.24355881653607, -28.227006848176273, -14.768859453489485, 9.400875405411101, 34.534640911794696, 12.056352592353413, -16.225117902828032, -4.75375623067293e-18, -1.0771646355487856e-16, 0.4810320571417322, 8.875497775757719e-17, 1.808146023365933e-17, 8.267890947941535, -15.001895448368822, -8.999770027784873, -0.06583463782816314, 5.593804211247416, -13.543516862752492, 80.45466190318513, 1.8291979911940124e-17, 1.7983010854745525e-17, 75.689784144376, -1.459695608466634e-17, -1.2502746521261377e-18, 62.55198279370769, 90.0, 23.384712276880364, 40.16139240782342, -4.410116840828675e-18, -1.1950914135464068, 26.957737521404656, -1.6344568047468853e-16, 2.9821961428948537e-16, 17.113367258166896], 'ls_id': 'i'}
rake, {'Handshape': [1.1967090042859587, 3.93788278554411, -0.6287046841340834, -4.2770621804718285, 2.4113353004210007, 23.456597648347522, -5.662065600800792e-17, -1.0903313312640646e-16, 40.29303843521725, 1.432035902703421e-17, 1.40981642561024e-17, 24.45270360777372, -7.999999999999998, -3.0, 6.010728418730334, 8.212859527511041, 1.8863165715725787, 5.378686956533553, 3.4154769465478568e-18, 1.3535181155343517e-18, 49.31392879051866, -2.6907029907160192e-18, -7.891162266903568e-19, 26.475779478737216, -29.942086232897694, -14.44337242583204, 5.173432647051875, 28.009430995385763, -14.351865827652919, 40.08978048559814, 5.103786867585848e-17, -1.8486496242018686e-17, 39.385050606214676, -1.7838748553020502e-17, 1.2342321094754353e-17, 24.118824054909826, -16.4541823322432, -8.822653311706446, 5.413934250536696, 20.139923212968164, 0.8834922995796557, 14.238660329372129, 1.427389056063372e-17, 4.0334258003446806e-17, 44.66425655589704, 7.104027497497709e-17, 2.5363796123701674e-18, 34.0329569473037, 90.0289282602727, 29.752431151246675, 6.248047049833956, 6.961067416447799e-16, -0.8763331707116886, 1.2573802548771804, 1.755268261547458e-17, -1.4911903061887662e-17, 0.022414101667500307], 'ls_id': 'c'}
ghost, {'Handshape': [1.9976211970069797e-16, 3.999999999999999, -0.6798421002374911, -4.1828455803716, 6.970067786401516, 22.989371226149544, -1.079948606207639e-17, -1.067673892322733e-17, 0.5567601653039037, -9.108923158618865e-18, -2.8830283621164836e-17, 1.3515029944929646, -8.0, -3.0, 6.7436936716114095, 7.09699932876285, 5.095370610210241, -12.37926411135647, -2.72382380864846e-19, -9.94744324813388e-19, 2.1694331223703505, 5.069049795404402e-19, 2.465004867730654e-18, 0.8794907577329697, -28.29400760139575, -14.756176932707245, 9.483747419698771, 34.902321235128646, 1.7311338723610972, -13.347482080020322, 1.5238644119625883e-17, -3.695637950281423e-17, 1.7198863635897361, -7.316048658694754e-17, 3.521206467597429e-17, 3.592017734791338, -16.07048363727009, -8.869627984554272, 6.184441282480289, 20.20113768260225, -2.044022396673542, 8.667481644193993, 3.912014442472232e-18, 1.8874247048090515e-17, 4.243968497020023, 1.8750152266083337e-17, -1.352009934231932e-17, 2.8544189550422416, 104.74282955454454, 17.906950799382912, 19.794515868952285, -6.42869419881943e-17, -0.9762353581977055, 6.294789730480177, 1.810124677024758e-16, -1.0510433439372384e-16, 1.6600572609953481], 'ls_id': '5'}
day, {'Handshape': [2.2075626172489515e-16, 3.9999999999999973, 1.0531108803133489, -5.105592283212152, 8.905998654528924, 11.858827429445393, -2.821810902249877e-17, -7.220626606676875e-17, 0.9244731495844681, 2.6059894885371397e-17, 1.1409228744431317e-17, 2.9347278313245435, -7.999999999999998, -2.9999999999999996, 0.9508101410647012, 7.347296402746644, -4.351916698906788, 50.99900225193913, -2.066020049479874e-19, 4.1172262304904267e-19, 69.83965832027762, 1.411076914226058e-19, -2.8187706014993242e-21, 42.609245794914564, -28.87028428946993, -14.646989756339044, 3.1853447998365763, 16.759834812796566, -19.851685674774227, 63.35269419743462, 3.5384530393030637e-17, -9.31605680478088e-18, 94.67611572772152, -1.655588183964802e-17, 1.5865749413699786e-16, 85.66360194207785, -15.038963169423775, -8.995273222224728, -2.2368942819441826, 4.241045406506546, -13.955155457724256, 84.42264137764383, -4.8411940846005616e-17, 1.0826919526057606e-16, 97.18126455372251, -3.016457838392366e-17, 6.920385571064894e-17, 54.16130466786498, 100.79772211887966, 11.18990993924201, 37.19132631945422, -2.8819015970875365e-17, -0.9021136180979354, 30.605711904046757, 4.2075133344858566e-16, -2.965788075646433e-16, 27.030553912320983], 'ls_id': 'p'}
again, {'Handshape': [0.5587832867908447, 3.970884443702866, -2.1006644892899358, -2.884608140481549, 4.183622926467784, 39.78726314073667, -4.2781985970889064e-17, -3.47008840687053e-17, 21.36140617640505, -1.1113405449655533e-17, -1.2599482739419225e-16, 3.2837852947040966, -7.999999999999998, -2.9999999999999996, 0.21231726191892897, 7.112071755696586, -4.214380183904039, 53.6350747942416, 1.9944284057715836e-18, -7.991733896143632e-18, 16.66242483494443, -1.3397678601342747e-18, -1.1317790455704954e-17, 7.04462448580669, -29.17718743915374, -14.588866043661975, 6.003256633066055, 30.672096387551214, -11.627739312763625, 33.59250066247491, 6.67302376826578e-17, -1.3346610627649723e-17, 27.4958349858328, -1.1084307830031385e-16, -4.170374668009879e-17, 4.984155306790606, -15.036987784012718, -8.995512223960528, 1.8354783118187021, 17.126312736624772, -6.946571872847559, 38.94119457319616, -7.215134467562533e-18, -1.704661728073116e-17, 27.124213360300086, -7.376870861980329e-18, -9.449596673275372e-18, 15.131318529164805, 90.0, 40.522839905799295, 3.5044998112240466, -1.576008154958987e-15, -0.15860101038969565, 8.073396067164264, -1.166755246431301e-16, -2.89783350138971e-16, 0.38816950396074995], 'ls_id': 'c'}
lazy, {'Handshape': [0.28028252244630875, 3.9853715248937625, 2.2758381630081748, -5.6026797111985855, 8.415201414083201, 2.1875600453934387, 2.248122757492558e-17, 4.3838338681728154e-17, 12.432372580842001, -1.8152241096511383e-17, -1.001598749364353e-16, 5.289984228586869, -7.999999999999998, -3.0, -1.0831665218327309, 3.4692017214848136, -8.053015293642936, 86.498235581393, 2.716440382779914e-19, -2.0225712837224272e-19, 98.63705414956253, 3.998625989370548e-18, 2.6969908858937645e-19, 73.33146681951135, -28.825159760258945, -14.655634708844108, 3.2793930309212964, 22.789892430702217, -22.766044180321632, 51.257858355824695, 1.1260856228850713e-17, 9.992920289713016e-18, 91.49902458885305, 8.585729274055544e-17, -3.029270389456017e-17, 68.37400389663907, -15.000453629900754, -8.999944963234045, -0.9858939426789544, 3.2962416208973915, -13.866467585384573, 87.16688141320557, -5.351923465644962e-17, 1.0407333540895042e-19, 98.40186925873786, 5.080891058230147e-17, -2.402237513722245e-17, 77.08483392795297, 90.0, 55.59795629938614, 6.731364395609621, 5.667686216930119e-16, -0.27485276684618365, 14.946960972760968, 3.4934456801128557e-17, -1.390565786517935e-16, 6.247813937418201], 'ls_id': 'l'}
bite, {'Handshape': [-2.366332193941706e-16, 3.9999999999999996, 2.9999999999999982, -5.9654780209898135, 11.896577643086268, -5.491245444059346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -7.999999999999999, -3.0, -2.9964833657525762, 3.3501096186087618, -7.499513911797279, 87.4457174167948, -8.670971764394524e-19, -6.504019705788543e-19, 86.85246809620169, -2.229737366526821e-19, 9.796170097428583e-19, 58.19201862457921, -27.038284943229137, -14.992798694400975, 1.6747817388220372, 7.050074322681655, -22.808859698665884, 79.9782168768739, 1.9263463369118008e-17, -1.2784521145541336e-16, 99.55583790218026, 7.838203533769089e-17, -2.8559284609351126e-17, 73.78550730501239, -16.948355478057763, -8.761956173136658, 0.7413197433789248, 14.716359854126807, -8.513259513443307, 48.741929230120874, -1.7330769099750486e-17, 1.822575473208859e-17, 99.89190264526125, -1.7477432395567472e-19, -1.006829113833694e-17, 58.994758987972446, 119.3086714769966, 19.03678986231831, 28.095541163695017, -2.490656577310865e-16, -2.102692471175281, 37.810616985730654, -9.185954474441703e-17, 1.8629374573277448e-16, 29.720993163168682], 'ls_id': 'l'}
earn, {'Handshape': [0.3023825003022099, 3.984237404074154, -3.9333404030260124, -1.1790892300735636, 1.086025935183809, 56.47829842477553, -2.382184711194466e-17, -7.03964226471778e-18, 38.49977278513949, 2.808773332153357e-17, 3.286477173348534e-17, 14.662310744446746, -7.999999999999999, -3.0, 0.1853879849246246, 6.384275555444241, -4.5323361881617386, 58.510103743272644, 5.624078563493484e-18, -2.9071813539127483e-18, 37.59346193694163, -1.7826815005412263e-18, -6.4224161219712755e-18, 19.860816868467072, -28.80830019253215, -14.65877348938368, 4.462886372795904, 20.471234252185646, -17.503860700003536, 55.79713530023341, -1.2400158700539807e-16, -2.0896058197668276e-17, 52.60120940235595, -3.5997858303452826e-17, -1.2781003219144994e-16, 25.132703672257144, -15.251388238018867, -8.969460548085722, 0.9820949446687142, 13.856437742303623, -9.427994436543123, 51.65117208698674, 3.171143142030568e-17, -3.4539710709851974e-17, 54.87269199459888, 1.3242015537930268e-17, 7.164134714830786e-18, 35.59867647968923, 90.0, 48.3592953366849, 0.15292396543744377, -6.125264220094651e-16, -0.32697218597129124, 1.2714142893040394, -4.135613796458399e-17, -3.226248323184182e-17, 0.15476526428775716], 'ls_id': 'c'}
black, {'Handshape': [0.007916948297922733, 3.9995864297431027, 1.562395589158208, -4.949552693894075, 9.315469826384913, 14.033353337651167, -1.5552905807151738e-17, 2.6824306697887118e-17, 0.10943710438158095, 0.0, 0.0, 0.0, -7.999999999999999, -3.0, -1.8523852004759904, 5.112820090870435, -6.349359049314282, 73.69454704499763, 6.108148692575291e-19, 5.407569671829207e-18, 70.95169068075955, -1.2826804951497365e-18, 2.0639359623828877e-18, 35.52985370333107, -28.40525813808288, -14.735128801822743, 5.301742863724754, 18.985134722212194, -18.977091197820616, 59.266897569285156, 7.788894198369917e-17, -1.0109331329401367e-16, 73.49388740930232, -1.464342848090219e-17, -1.066664459862831e-16, 26.46443426906978, -15.647730019522745, -8.921249677184903, -1.041441054583828, 8.867462251583277, -12.548856076974355, 70.46833449823995, -1.5763392944109565e-17, -3.827174108601746e-17, 86.01746914130116, -2.8503786021516155e-17, -9.636294235040647e-17, 57.73272909401332, 90.46455168837842, 10.67917993957146, 15.512345316791682, 2.426953788931984e-16, -1.8339584634161523, 25.783441217199115, -2.2857256961375513e-16, -6.761563426299272e-17, 19.63090748898871], 'ls_id': 'p'}
alcohol, {'Handshape': [0.20278890196008423, 3.9894128960726327, 1.8777196809367058, -5.473634852256841, 9.197950378362263, 5.261934493852634, 4.074684812941312e-17, -1.470853736750402e-16, 10.821685630373706, -1.5334338751475675e-17, -5.721389217756085e-18, 5.5882140752356335, -7.999999999999998, -3.0, -1.4646796536859756, 4.108841087241919, -7.105067537844866, 80.49846387234395, -6.119545477837639e-19, 6.281543441824074e-19, 77.96015561711498, -1.0836993173295734e-19, 1.5844941256174302e-19, 38.609325702549036, -28.514582955010777, -14.714470445063043, 8.665029741374841, 34.831342208279935, 4.071362720896323, -11.324826325594701, 4.43139399494226e-17, 8.465028514104473e-17, 10.975590294614374, 1.9716497791541437e-17, -1.8325103159094623e-16, 12.037760701280039, -15.021225011994149, -8.997422679105375, -0.020467925828802948, 5.038332712461111, -13.403465533243068, 81.72326499481409, 1.6548416012487497e-17, -5.205066527377617e-17, 68.11150548245152, 4.7068928859783765e-17, 3.4016402871353464e-17, 59.406401213223546, 94.71346183406162, 3.459996000868543, 46.738739405981086, -5.010812942766037e-16, -0.5829015476174959, 40.94917558012086, -3.7327168493634074e-16, -1.163969111946546e-16, 25.664512050849144], 'ls_id': 'c'}
